"","CASRN","SMILES","EndPt","Source"
"352","21587-74-6","NCCC[CH]1OC[C]2(CO1)CO[CH](CCCN)OC2","NRB","Mansouri"
"353","3347-22-6","O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)c3ccccc13","NRB","Mansouri"
"354","100-74-3","CCN1CCOCC1","NRB","Mansouri"
"355","140-31-8","NCCN1CCNCC1","NRB","Mansouri"
"356","85-40-5","O=C1NC(=O)C2CC=CCC12","NRB","Mansouri"
"357","2402-78-0","Clc1cccc(Cl)n1","NRB","Mansouri"
"358","26172-55-4","CN1SC(=CC1=O)Cl","NRB","Mansouri"
"359","2634-33-5","O=C1NSc2ccccc12","NRB","Mansouri"
"360","107-06-2","ClCCCl","NRB","Mansouri"
"361","527-84-4","CC(C)c1ccccc1C","NRB","Mansouri"
"362","63-74-1","Nc1ccc(cc1)[S](N)(=O)=O","NRB","Mansouri"
"363","131-56-6","Oc1ccc(c(O)c1)C(=O)c2ccccc2","NRB","Mansouri"
"364","1333-16-0","Oc1ccccc1Cc2ccccc2O","NRB","Mansouri"
"365","540-84-1","CC(C)CC(C)(C)C","NRB","Mansouri"
"366","56-23-5","ClC(Cl)(Cl)Cl","NRB","Mansouri"
"367","67-72-1","ClC(Cl)(Cl)C(Cl)(Cl)Cl","NRB","Mansouri"
"368","124-73-2","FC(F)(Br)C(F)(F)Br","NRB","Mansouri"
"369","626-23-3","CCC(C)NC(C)CC","NRB","Mansouri"
"370","123-77-3","NC(=O)N=NC(N)=O","NRB","Mansouri"
"371","15263-53-3","CN(C)C(CSC(N)=O)CSC(N)=O","NRB","Mansouri"
"372","78-51-3","CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC","NRB","Mansouri"
"373","1461-25-2","CCCC[Sn](CCCC)(CCCC)CCCC","NRB","Mansouri"
"374","98-83-9","CC(=C)c1ccccc1","NRB","Mansouri"
"375","526-73-8","Cc1cccc(C)c1C","NRB","Mansouri"
"376","28106-30-1","CCc1ccccc1C=C","NRB","Mansouri"
"377","105-05-5","CCc1ccc(CC)cc1","NRB","Mansouri"
"378","141-93-5","CCc1cccc(CC)c1","NRB","Mansouri"
"379","1321-74-0","C=Cc1ccccc1C=C","NRB","Mansouri"
"380","98-81-7","BrC(=C)c1ccccc1","NRB","Mansouri"
"381","103-64-0","BrC=Cc1ccccc1","NRB","Mansouri"
"382","541-73-1","Clc1cccc(Cl)c1","NRB","Mansouri"
"383","106-46-7","Clc1ccc(Cl)cc1","NRB","Mansouri"
"384","95-50-1","Clc1ccccc1Cl","NRB","Mansouri"
"385","106-37-6","Brc1ccc(Br)cc1","NRB","Mansouri"
"386","95-73-8","Cc1ccc(Cl)cc1Cl","NRB","Mansouri"
"387","118-69-4","Cc1c(Cl)cccc1Cl","NRB","Mansouri"
"388","696-44-6","CNc1cccc(C)c1","NRB","Mansouri"
"389","122-39-4","N(c1ccccc1)c2ccccc2","NRB","Mansouri"
"390","554-00-7","Nc1ccc(Cl)cc1Cl","NRB","Mansouri"
"391","95-82-9","Nc1cc(Cl)ccc1Cl","NRB","Mansouri"
"392","60-09-3","Nc1ccc(cc1)N=Nc2ccccc2","NRB","Mansouri"
"393","88-74-4","Nc1ccccc1[N+]([O-])=O","NRB","Mansouri"
"394","89-63-4","Nc1ccc(Cl)cc1[N+]([O-])=O","NRB","Mansouri"
"395","3531-19-9","Nc1c(Cl)cc(cc1[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"396","88-73-3","[O-][N+](=O)c1ccccc1Cl","NRB","Mansouri"
"397","25154-54-5","[O-][N+](=O)c1ccccc1[N+]([O-])=O","NRB","Mansouri"
"398","610-39-9","Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"399","25321-14-6","Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"400","121-86-8","Cc1ccc(cc1Cl)[N+]([O-])=O","NRB","Mansouri"
"401","118-83-2","[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F","NRB","Mansouri"
"402","97-00-7","[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O","NRB","Mansouri"
"403","99-54-7","[O-][N+](=O)c1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"404","611-06-3","[O-][N+](=O)c1ccc(Cl)cc1Cl","NRB","Mansouri"
"405","102-06-7","NC(=N)N(c1ccccc1)c2ccccc2","NRB","Mansouri"
"406","4286-23-1","CC(=C)c1ccc(O)cc1","NRB","Mansouri"
"407","89-72-5","CCC(C)c1ccccc1O","NRB","Mansouri"
"408","99-71-8","CCC(C)c1ccc(O)cc1","NRB","Mansouri"
"409","140-66-9","CC(C)(C)CC(C)(C)c1ccc(O)cc1","NRB","Mansouri"
"410","27193-86-8","CCCCCCCCCCCCc1ccccc1O","NRB","Mansouri"
"411","120-95-6","CCC(C)(C)c1ccc(O)c(c1)C(C)(C)CC","NRB","Mansouri"
"412","96-76-4","CC(C)(C)c1ccc(O)c(c1)C(C)(C)C","NRB","Mansouri"
"413","2078-54-8","CC(C)c1cccc(C(C)C)c1O","NRB","Mansouri"
"414","2409-55-4","Cc1ccc(O)c(c1)C(C)(C)C","NRB","Mansouri"
"415","89-83-8","CC(C)c1ccc(C)cc1O","NRB","Mansouri"
"416","4130-42-1","CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C","NRB","Mansouri"
"417","88-26-6","CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C","NRB","Mansouri"
"418","101-53-1","Oc1ccc(Cc2ccccc2)cc1","NRB","Mansouri"
"419","67557-76-0","CCC(C)c1ccc(OCC2CO2)cc1","NRB","Mansouri"
"420","20367-35-5","CCCCOc1ccccc1OCCCC","NRB","Mansouri"
"421","25013-16-5","COc1ccc(O)c(c1)C(C)(C)C","NRB","Mansouri"
"422","91-23-6","COc1ccccc1[N+]([O-])=O","NRB","Mansouri"
"423","2042-14-0","Cc1ccc(O)cc1[N+]([O-])=O","NRB","Mansouri"
"424","2581-34-2","Cc1cc(O)ccc1[N+]([O-])=O","NRB","Mansouri"
"425","5428-54-6","Cc1ccc(cc1O)[N+]([O-])=O","NRB","Mansouri"
"426","88-85-7","CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O","NRB","Mansouri"
"427","95-57-8","Oc1ccccc1Cl","NRB","Mansouri"
"428","108-43-0","Oc1cccc(Cl)c1","NRB","Mansouri"
"429","106-41-2","Oc1ccc(Br)cc1","NRB","Mansouri"
"430","591-20-8","Oc1cccc(Br)c1","NRB","Mansouri"
"431","95-56-7","Oc1ccccc1Br","NRB","Mansouri"
"432","29772-02-9","Clc1ccc(OCOCC#CI)cc1","NRB","Mansouri"
"433","59-50-7","Cc1cc(O)ccc1Cl","NRB","Mansouri"
"434","120-83-2","Oc1ccc(Cl)cc1Cl","NRB","Mansouri"
"435","615-58-7","Oc1ccc(Br)cc1Br","NRB","Mansouri"
"436","576-24-9","Oc1cccc(Cl)c1Cl","NRB","Mansouri"
"437","87-65-0","Oc1c(Cl)cccc1Cl","NRB","Mansouri"
"438","95-77-2","Oc1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"439","591-35-5","Oc1cc(Cl)cc(Cl)c1","NRB","Mansouri"
"440","609-89-2","Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O","NRB","Mansouri"
"441","103-50-4","C(OCc1ccccc1)c2ccccc2","NRB","Mansouri"
"442","119-61-9","O=C(c1ccccc1)c2ccccc2","NRB","Mansouri"
"443","623-26-7","N#Cc1ccc(cc1)C#N","NRB","Mansouri"
"444","1897-45-6","Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl","NRB","Mansouri"
"445","330-55-2","CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"446","24019-05-4","O[S](=O)(=O)c1cc(Cl)ccc1Oc2ccc(Cl)cc2NC(=O)Nc3ccc(Cl)c(Cl)c3","NRB","Mansouri"
"447","3766-81-2","CCC(C)c1ccccc1OC(=O)NC","NRB","Mansouri"
"448","2631-40-5","CNC(=O)Oc1ccccc1C(C)C","NRB","Mansouri"
"449","584-84-9","Cc1ccc(cc1N=C=O)N=C=O","NRB","Mansouri"
"450","1678-91-7","CCC1CCCCC1","NRB","Mansouri"
"451","110-82-7","C1CCCCC1","NRB","Mansouri"
"452","110-83-8","C1CCC=CC1","NRB","Mansouri"
"453","87-84-3","ClC1C(Br)C(Br)C(Br)C(Br)C1Br","NRB","Mansouri"
"454","542-18-7","ClC1CCCCC1","NRB","Mansouri"
"455","3194-57-8","BrC1CCC(Br)C(Br)CCC1Br","NRB","Mansouri"
"456","3644-38-0","CCCC[Sn](CCCC)(CCCC)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","NRB","Mansouri"
"457","122-14-5","CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O","NRB","Mansouri"
"458","608-71-9","Oc1c(Br)c(Br)c(Br)c(Br)c1Br","NRB","Mansouri"
"459","19715-19-6","CC(C)(C)c1cc(C(O)=O)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"460","961-11-5","CO[P](=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl","NRB","Mansouri"
"461","5707-44-8","CCc1ccc(cc1)c2ccccc2","NRB","Mansouri"
"462","40766-31-2","CC(c1ccccc1)c2cccc(C)c2C","NRB","Mansouri"
"463","101-77-9","Nc1ccc(Cc2ccc(N)cc2)cc1","NRB","Mansouri"
"464","843-55-0","Oc1ccc(cc1)C2(CCCCC2)c3ccc(O)cc3","NRB","Mansouri"
"465","97-23-4","Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O","NRB","Mansouri"
"466","70-30-4","Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl","NRB","Mansouri"
"467","101-14-4","Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl","NRB","Mansouri"
"468","119-47-1","Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"469","6864-37-5","CC1CC(CCC1N)CC2CCC(N)C(C)C2","NRB","Mansouri"
"470","80-05-7","CC(C)(c1ccc(O)cc1)c2ccc(O)cc2","NRB","Mansouri"
"471","1843-05-6","CCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2","NRB","Mansouri"
"472","510-15-6","CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2","NRB","Mansouri"
"473","79-94-7","CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2","NRB","Mansouri"
"474","134-32-7","Nc1cccc2ccccc12","NRB","Mansouri"
"475","2243-62-1","Nc1cccc2c(N)cccc12","NRB","Mansouri"
"476","479-27-6","Nc1cccc2cccc(N)c12","NRB","Mansouri"
"477","135-88-6","N(c1ccccc1)c2ccc3ccccc3c2","NRB","Mansouri"
"478","2050-76-2","Oc1c(Cl)cc(Cl)c2ccccc12","NRB","Mansouri"
"479","119-64-2","C1CCc2ccccc2C1","NRB","Mansouri"
"480","3048-65-5","C1C=CCC2C=CCC12","NRB","Mansouri"
"481","16219-75-3","C\C=C1/CC2CC1C=C2","NRB","Mansouri"
"482","77-73-6","C1C=CC2C3CC(C=C3)C12","NRB","Mansouri"
"483","82-45-1","Nc1cccc2C(=O)c3ccccc3C(=O)c12","NRB","Mansouri"
"484","92-88-6","Oc1ccc(cc1)c2ccc(O)cc2","NRB","Mansouri"
"485","6362-80-7","CC(C)(CC(=C)c1ccccc1)c2ccccc2","NRB","Mansouri"
"486","85954-11-6","Cc1cc(cc(C)c1OCC2CO2)c3cc(C)c(OCC4CO4)c(C)c3","NRB","Mansouri"
"487","948-65-2","[nH]1c2ccccc2cc1c3ccccc3","NRB","Mansouri"
"488","10605-21-7","COC(=O)Nc1[nH]c2ccccc2n1","NRB","Mansouri"
"489","94-52-0","[O-][N+](=O)c1ccc2[nH]cnc2c1","NRB","Mansouri"
"490","100-43-6","C=Cc1ccncc1","NRB","Mansouri"
"491","504-29-0","Nc1ccccn1","NRB","Mansouri"
"492","504-24-5","Nc1ccncc1","NRB","Mansouri"
"493","462-08-8","Nc1cccnc1","NRB","Mansouri"
"494","148-24-3","Oc1cccc2cccnc12","NRB","Mansouri"
"495","92-84-2","N1c2ccccc2Sc3ccccc13","NRB","Mansouri"
"496","333-41-5","CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C","NRB","Mansouri"
"497","2465-27-2","CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C","NRB","Mansouri"
"498","21564-17-0","N#CSCSc1sc2ccccc2n1","NRB","Mansouri"
"499","55250-84-5","CN(C1CCCCC1)c2ccc3c(Oc4cc(C)c(Nc5ccccc5)cc4C36OC(=O)c7ccccc67)c2","NRB","Mansouri"
"500","834-12-8","CCNc1nc(NC(C)C)nc(SC)n1","NRB","Mansouri"
"501","90-41-5","Nc1ccccc1c2ccccc2","NRB","Mansouri"
"502","134-83-8","ClC(c1ccccc1)c2ccc(Cl)cc2","NRB","Mansouri"
"503","110-02-1","s1cccc1","NRB","Mansouri"
"504","71-55-6","CC(Cl)(Cl)Cl","NRB","Mansouri"
"505","7299-99-2","CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC","NRB","Mansouri"
"506","112-96-9","CCCCCCCCCCCCCCCCCCN=C=O","NRB","Mansouri"
"507","79-19-6","NNC(N)=S","NRB","Mansouri"
"508","402-31-3","FC(F)(F)c1cccc(c1)C(F)(F)F","NRB","Mansouri"
"509","99-09-2","Nc1cccc(c1)[N+]([O-])=O","NRB","Mansouri"
"510","88-75-5","Oc1ccccc1[N](=O)=O","NRB","Mansouri"
"511","100-17-4","COc1ccc(cc1)[N+]([O-])=O","NRB","Mansouri"
"512","119-33-5","Cc1ccc(O)c(c1)[N+]([O-])=O","NRB","Mansouri"
"513","94-75-7","OC(=O)COc1ccc(Cl)cc1Cl","NRB","Mansouri"
"514","3622-84-2","CCCCN[S](=O)(=O)c1ccccc1","NRB","Mansouri"
"515","599-61-1","Nc1cccc(c1)[S](=O)(=O)c2cccc(N)c2","NRB","Mansouri"
"516","330-54-1","CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","NRB","Mansouri"
"517","782-74-1","Clc1ccccc1NNc2ccccc2Cl","NRB","Mansouri"
"518","86-73-7","C1c2ccccc2c3ccccc13","NRB","Mansouri"
"519","719-96-0","FC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O","NRB","Mansouri"
"520","1552-42-7","CN(C)c1ccc(cc1)C2(OC(=O)c3cc(ccc23)N(C)C)c4ccc(cc4)N(C)C","NRB","Mansouri"
"521","3896-11-5","Cc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C","NRB","Mansouri"
"522","10315-98-7","CC(C)CN1CCOCC1","NRB","Mansouri"
"523","51-52-5","CCCC1=CC(=O)NC(=S)N1","NRB","Mansouri"
"524","482-89-3","O=C1\C(Nc2ccccc12)=C\3Nc4ccccc4C3=O","NRB","Mansouri"
"525","10319-14-9","Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O","NRB","Mansouri"
"526","71767-67-4","[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1","NRB","Mansouri"
"527","61968-52-3","CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N](=O)=O)N(CCOC(C)=O)CCOC(C)=O","NRB","Mansouri"
"528","59722-76-8","Nc1c(Oc2ccc(Br)cc2)cc(O)c3C(=O)c4ccccc4C(=O)c13","NRB","Mansouri"
"529","12217-77-5","Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13","NRB","Mansouri"
"530","26780-96-1","CC1=CC(C)(C)Nc2ccccc12","NRB","Mansouri"
"531","67-66-3","ClC(Cl)Cl","NRB","Mansouri"
"532","106-93-4","BrCCBr","NRB","Mansouri"
"533","96-18-4","ClCC(Cl)CCl","NRB","Mansouri"
"534","103-69-5","CCNc1ccccc1","NRB","Mansouri"
"535","2855-13-2","CC1(C)CC(N)CC(C)(CN)C1","NRB","Mansouri"
"536","1141-38-4","OC(=O)c1ccc2cc(ccc2c1)C(O)=O","NRB","Mansouri"
"537","583-39-1","S=C1Nc2ccccc2N1","NRB","Mansouri"
"538","132-65-0","s1c2ccccc2c3ccccc13","NRB","Mansouri"
"539","96-50-4","Nc1sccn1","NRB","Mansouri"
"540","50-06-6","CCC1(C(=O)NC(=O)NC1=O)c2ccccc2","NRB","Mansouri"
"541","4390-04-9","CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C","NRB","Mansouri"
"542","75-64-9","CC(C)(C)N","NRB","Mansouri"
"543","108-00-9","CN(C)CCN","NRB","Mansouri"
"544","111-40-0","NCCNCCN","NRB","Mansouri"
"545","112-24-3","NCCNCCNCCN","NRB","Mansouri"
"546","75-91-2","CC(C)(C)OO","NRB","Mansouri"
"547","111-41-1","NCCNCCO","NRB","Mansouri"
"548","2885-00-9","CCCCCCCCCCCCCCCCCCS","NRB","Mansouri"
"549","461-58-5","NC(N)=NC#N","NRB","Mansouri"
"550","1656-63-9","CCCCCCCCCCCCSP(SCCCCCCCCCCCC)SCCCCCCCCCCCC","NRB","Mansouri"
"551","78-40-0","CCO[P](=O)(OCC)OCC","NRB","Mansouri"
"552","512-56-1","CO[P](=O)(OC)OC","NRB","Mansouri"
"553","78-42-2","CCCCC(CC)CO[P](=O)(OCC(CC)CCCC)OCC(CC)CCCC","NRB","Mansouri"
"554","3634-67-1","CCCCCC[Si](Cl)(CCCCCC)CCCCCC","NRB","Mansouri"
"555","95-80-7","Cc1ccc(N)cc1N","NRB","Mansouri"
"556","95-78-3","Cc1ccc(C)c(N)c1","NRB","Mansouri"
"557","101-61-1","CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1","NRB","Mansouri"
"558","99-64-9","CN(C)c1cccc(c1)C(O)=O","NRB","Mansouri"
"559","603-11-2","OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O","NRB","Mansouri"
"560","6683-19-8","CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)(COC(=O)CCc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)COC(=O)CCc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C","NRB","Mansouri"
"561","88-44-8","Cc1ccc(N)c(c1)[S](O)(=O)=O","NRB","Mansouri"
"562","88-53-9","Cc1cc(N)c(cc1Cl)[S](O)(=O)=O","NRB","Mansouri"
"563","80-09-1","Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2","NRB","Mansouri"
"564","19438-60-9","CC1CCC2C(C1)C(=O)OC2=O","NRB","Mansouri"
"565","1212-29-9","S=C(NC1CCCCC1)NC2CCCCC2","NRB","Mansouri"
"566","76-86-8","Cl[Si](c1ccccc1)(c2ccccc2)c3ccccc3","NRB","Mansouri"
"567","1163-19-5","Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br","NRB","Mansouri"
"568","1709-70-2","Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C","NRB","Mansouri"
"569","10081-67-1","CC(C)(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)(C)c4ccccc4)cc2","NRB","Mansouri"
"570","76-93-7","OC(=O)C(O)(c1ccccc1)c2ccccc2","NRB","Mansouri"
"571","81-11-8","Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O","NRB","Mansouri"
"572","7267-14-3","OC(=O)c1ccc(Cl)c2c(Cl)ccc(C(=O)OC(=O)c3ccc(Cl)c4c(Cl)ccc(C(O)=O)c34)c12","NRB","Mansouri"
"573","115-28-6","OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl","NRB","Mansouri"
"574","3733-79-7","CC(C)C1=CC2C(C)CC1C3C2C(=O)OC3=O","NRB","Mansouri"
"575","83-32-9","C1Cc2cccc3cccc1c23","NRB","Mansouri"
"576","123251-96-7","Nc1c(Cl)cc(cc1[S](O)(=O)=O)c2cc(Cl)c(N)c(c2)[S](O)(=O)=O","NRB","Mansouri"
"577","86-87-3","OC(=O)Cc1cccc2ccccc12","NRB","Mansouri"
"578","2939-80-2","ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O","NRB","Mansouri"
"579","61-82-5","Nc1[nH]cnn1","NRB","Mansouri"
"580","2403-88-5","CC1(C)CC(O)CC(C)(C)N1","NRB","Mansouri"
"581","120-54-7","S=C(SSSSC(=S)N1CCCCC1)N2CCCCC2","NRB","Mansouri"
"582","123-91-1","C1COCCO1","NRB","Mansouri"
"583","108-78-1","Nc1nc(N)nc(N)n1","NRB","Mansouri"
"584","108-80-5","O=C1NC(=O)NC(=O)N1","NRB","Mansouri"
"585","27676-62-6","CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C","NRB","Mansouri"
"586","6674-22-2","C1CCN2CCCN=C2CC1","NRB","Mansouri"
"587","280-57-9","C1CN2CCN1CC2","NRB","Mansouri"
"588","91-96-3","CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(C)=O)c(C)c2","NRB","Mansouri"
"589","26630-87-5","CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2sc3cc(Cl)ccc3n2)c(NC(=O)c4ccccc4)c1","NRB","Mansouri"
"590","6358-85-6","CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)C(=O)Nc4ccccc4","NRB","Mansouri"
"591","2425-85-6","Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)[N+]([O-])=O","NRB","Mansouri"
"592","1571-13-7","Clc1c(Cl)c(Cl)c2C(=O)NC(=O)c2c1Cl","NRB","Mansouri"
"593","62717-50-4","Clc1ccccc1C2CO2","NRB","Mansouri"
"594","1197-18-8","NCC1CCC(CC1)C(O)=O","NRB","Mansouri"
"595","302-01-2","NN","NRB","Mansouri"
"596","691-37-2","CC(C)CC=C","NRB","Mansouri"
"597","2162-99-4","ClCCCCCCCCCl","NRB","Mansouri"
"598","13116-53-5","ClCC(Cl)(Cl)CCl","NRB","Mansouri"
"599","76-13-1","FC(F)(Cl)C(F)(Cl)Cl","NRB","Mansouri"
"600","79-01-6","ClC=C(Cl)Cl","NRB","Mansouri"
"601","102-82-9","CCCCN(CCCC)CCCC","NRB","Mansouri"
"602","111-18-2","CN(C)CCCCCCN(C)C","NRB","Mansouri"
"603","3710-84-7","CCN(O)CC","NRB","Mansouri"
"604","126-30-7","CC(C)(CO)CO","NRB","Mansouri"
"605","77-99-6","CCC(CO)(CO)CO","NRB","Mansouri"
"606","4620-70-6","CC(C)(C)NCCO","NRB","Mansouri"
"607","100-37-8","CCN(CC)CCO","NRB","Mansouri"
"608","115-70-8","CCC(N)(CO)CO","NRB","Mansouri"
"609","102-81-8","CCCCN(CCO)CCCC","NRB","Mansouri"
"610","142-96-1","CCCCOCCCC","NRB","Mansouri"
"611","78-63-7","CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C","NRB","Mansouri"
"612","126-58-9","OCC(CO)(CO)COCC(CO)(CO)CO","NRB","Mansouri"
"613","24800-44-0","CC(O)COC(C)COC(C)CO","NRB","Mansouri"
"614","110-30-5","CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC","NRB","Mansouri"
"615","1071-93-8","NNC(=O)CCCCC(=O)NN","NRB","Mansouri"
"616","526-78-3","OC(=O)C(Br)C(Br)C(O)=O","NRB","Mansouri"
"617","139-13-9","OC(=O)CN(CC(O)=O)CC(O)=O","NRB","Mansouri"
"618","298-06-6","CCO[P]([S-])(=S)OCC","NRB","Mansouri"
"619","680-31-9","CN(C)[P](=O)(N(C)C)N(C)C","NRB","Mansouri"
"620","126-72-7","BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr","NRB","Mansouri"
"621","107-66-4","CCCCO[P](O)(=O)OCCCC","NRB","Mansouri"
"622","56-35-9","CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC","NRB","Mansouri"
"623","56-36-0","CCCC[Sn](CCCC)(CCCC)OC(C)=O","NRB","Mansouri"
"624","3590-84-9","CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC","NRB","Mansouri"
"625","102-70-5","C=CCN(CC=C)CC=C","NRB","Mansouri"
"626","23235-61-2","CCC(CO)(CO)COCC(CC)(CO)CO","NRB","Mansouri"
"627","80-07-9","Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2","NRB","Mansouri"
"628","50-31-7","OC(=O)c1c(Cl)ccc(Cl)c1Cl","NRB","Mansouri"
"629","121-69-7","CN(C)c1ccccc1","NRB","Mansouri"
"630","87-59-2","Cc1cccc(N)c1C","NRB","Mansouri"
"631","108-69-0","Cc1cc(C)cc(N)c1","NRB","Mansouri"
"632","622-57-1","CCNc1ccc(C)cc1","NRB","Mansouri"
"633","611-21-2","CNc1ccccc1C","NRB","Mansouri"
"634","793-24-8","CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1","NRB","Mansouri"
"635","101-72-4","CC(C)Nc1ccc(Nc2ccccc2)cc1","NRB","Mansouri"
"636","2095-06-9","C1OC1CN(CC2CO2)c3ccccc3","NRB","Mansouri"
"637","108-45-2","Nc1cccc(N)c1","NRB","Mansouri"
"638","108-42-9","Nc1cccc(Cl)c1","NRB","Mansouri"
"639","95-51-2","Nc1ccccc1Cl","NRB","Mansouri"
"640","99-88-7","CC(C)c1ccc(N)cc1","NRB","Mansouri"
"641","40027-50-7","Cc1ccccc1N(CC2CO2)CC3CO3","NRB","Mansouri"
"642","99-08-1","Cc1cccc(c1)[N+]([O-])=O","NRB","Mansouri"
"643","88-72-2","Cc1ccccc1[N+]([O-])=O","NRB","Mansouri"
"644","99-99-0","Cc1ccc(cc1)[N+]([O-])=O","NRB","Mansouri"
"645","576-26-1","Cc1cccc(C)c1O","NRB","Mansouri"
"646","2416-94-6","Cc1ccc(C)c(O)c1C","NRB","Mansouri"
"647","120-71-8","COc1ccc(C)cc1N","NRB","Mansouri"
"648","3586-14-9","Cc1cccc(Oc2ccccc2)c1","NRB","Mansouri"
"649","346-10-1","CCC(Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC)C(=O)Nc2ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c2","NRB","Mansouri"
"650","80-51-3","NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1","NRB","Mansouri"
"651","94-74-6","Cc1cc(Cl)ccc1OCC(O)=O","NRB","Mansouri"
"652","96-69-5","Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C","NRB","Mansouri"
"653","120-21-8","CCN(CC)c1ccc(C=O)cc1","NRB","Mansouri"
